0,2-Digit Nonspecific EOD (1973-82)
1,2-Digit Site-Specific EOD (1973-82)
2,13-Digit (expanded) Site-Specific EOD (1973-1982)
3,4-Digit EOD (1983-87)
4,"10-Digit EOD, 1988 (1988+)"
